purchase_key,customer_id,item_key,location_key,season,size,color,purchase_amount,review_rating,review_rating_imputed,received_discount,shipping_type,payment_method,purchase_frequency_days,purchases_per_year,est_annual_value
2950,2950,6,15,Spring,M,Peach,93,3.8,False,False,Store Pickup,PayPal,365,1.0,93.0
2951,2951,12,15,Winter,S,Maroon,91,4.1,False,False,2-Day Shipping,Debit Card,90,4.06,369.46
2952,2952,7,4,Fall,L,Maroon,99,4.6,False,False,Free Shipping,Cash,7,52.14,5161.86
2953,2953,2,1,Spring,M,Peach,24,4.9,False,False,Next Day Air,Debit Card,30,12.17,292.08
2954,2954,10,20,Summer,M,Silver,82,4.8,False,False,Next Day Air,Credit Card,365,1.0,82.0
2955,2955,19,41,Winter,M,Indigo,28,3.9,False,False,Express,Credit Card,365,1.0,28.0
2956,2956,20,45,Winter,M,Silver,67,2.6,False,False,Free Shipping,Credit Card,365,1.0,67.0
2957,2957,10,26,Fall,M,Olive,88,3.7,False,False,Standard,Venmo,30,12.17,1070.96
2958,2958,6,41,Fall,S,Gray,70,4.7,False,False,Standard,Cash,365,1.0,70.0
2959,2959,16,35,Summer,M,Black,100,4.5,False,False,Standard,PayPal,30,12.17,1217.0
2960,2960,4,43,Summer,L,Maroon,28,4.7,False,False,Free Shipping,PayPal,90,4.06,113.68
2961,2961,24,14,Spring,S,Olive,48,3.6,False,False,Standard,Credit Card,7,52.14,2502.72
2962,2962,11,29,Fall,S,Gold,43,2.8,False,False,Free Shipping,Debit Card,14,26.07,1121.01
2963,2963,13,5,Fall,L,Pink,40,4.0,False,False,Express,Credit Card,90,4.06,162.4
2964,2964,20,19,Spring,M,Brown,97,3.6,False,False,Free Shipping,Credit Card,7,52.14,5057.58
2965,2965,24,35,Fall,S,White,25,3.8,False,False,2-Day Shipping,Venmo,14,26.07,651.75
2966,2966,7,8,Summer,M,Blue,45,4.4,False,False,Standard,PayPal,14,26.07,1173.15
2967,2967,20,36,Fall,L,Orange,49,2.8,False,False,Store Pickup,Debit Card,90,4.06,198.94
2968,2968,23,14,Summer,L,Silver,36,3.4,False,False,Free Shipping,Venmo,365,1.0,36.0
2969,2969,18,40,Fall,S,Gray,48,4.9,False,False,Express,Cash,90,4.06,194.88
2970,2970,2,45,Fall,S,Blue,62,4.3,False,False,Next Day Air,Cash,90,4.06,251.72
2971,2971,6,16,Winter,M,White,74,3.4,False,False,Free Shipping,Credit Card,14,26.07,1929.18
2972,2972,4,44,Fall,L,Yellow,100,3.9,False,False,Next Day Air,PayPal,90,4.06,406.0
2973,2973,25,32,Fall,S,Indigo,39,4.2,False,False,Free Shipping,Venmo,90,4.06,158.34
2974,2974,20,14,Summer,M,Blue,65,2.7,False,False,Store Pickup,Bank Transfer,14,26.07,1694.55
2975,2975,23,42,Summer,XL,Peach,99,4.1,False,False,Store Pickup,Credit Card,7,52.14,5161.86
2976,2976,7,10,Winter,XL,Lavender,68,4.5,False,False,2-Day Shipping,Cash,90,4.06,276.08
2977,2977,24,27,Summer,M,Silver,97,2.8,False,False,Express,Cash,14,26.07,2528.79
2978,2978,15,47,Winter,L,Gold,47,3.4,False,False,Standard,Venmo,365,1.0,47.0
2979,2979,15,12,Spring,S,Cyan,56,3.9,False,False,Free Shipping,Bank Transfer,14,26.07,1459.92
2980,2980,12,18,Fall,L,Olive,91,2.6,False,False,Next Day Air,PayPal,7,52.14,4744.74
2981,2981,3,30,Fall,L,Teal,93,4.4,False,False,2-Day Shipping,Bank Transfer,30,12.17,1131.81
2982,2982,13,8,Winter,L,Pink,36,4.9,False,False,Standard,Venmo,365,1.0,36.0
2983,2983,10,49,Summer,M,Orange,45,3.6,False,False,Store Pickup,Credit Card,7,52.14,2346.3
2984,2984,13,48,Winter,M,Charcoal,44,2.8,False,False,2-Day Shipping,Credit Card,90,4.06,178.64
2985,2985,3,43,Spring,L,Red,32,4.3,False,False,2-Day Shipping,Debit Card,14,26.07,834.24
2986,2986,2,11,Summer,S,Teal,36,3.0,False,False,Express,Cash,14,26.07,938.52
2987,2987,2,3,Summer,S,Silver,85,3.3,False,False,2-Day Shipping,Credit Card,30,12.17,1034.45
2988,2988,16,18,Winter,L,Black,36,2.5,False,False,Store Pickup,Cash,30,12.17,438.12
2989,2989,17,28,Spring,S,Pink,55,5.0,False,False,2-Day Shipping,Debit Card,30,12.17,669.35
2990,2990,2,39,Summer,XL,Teal,20,4.3,False,False,2-Day Shipping,Credit Card,7,52.14,1042.8
2991,2991,14,13,Fall,M,Teal,91,4.2,False,False,Free Shipping,Venmo,30,12.17,1107.47
2992,2992,10,44,Summer,L,Green,71,3.9,False,False,Standard,PayPal,14,26.07,1850.97
2993,2993,17,34,Spring,M,Charcoal,64,3.9,False,False,Store Pickup,Venmo,7,52.14,3336.96
2994,2994,25,16,Spring,L,Indigo,21,4.2,False,False,Free Shipping,Cash,14,26.07,547.47
2995,2995,18,28,Winter,S,White,100,3.5,False,False,Store Pickup,Bank Transfer,90,4.06,406.0
2996,2996,12,46,Summer,M,Orange,96,2.5,False,False,Standard,Debit Card,14,26.07,2502.72
2997,2997,6,44,Spring,M,White,91,2.9,False,False,Express,Venmo,90,4.06,369.46
2998,2998,18,12,Spring,S,Yellow,40,2.7,False,False,Next Day Air,Venmo,90,4.06,162.4
2999,2999,11,2,Summer,M,Red,53,4.7,False,False,Express,Debit Card,90,4.06,215.18
3000,3000,8,29,Winter,S,Charcoal,48,3.8,False,False,Standard,Cash,30,12.17,584.16
3001,3001,21,35,Winter,M,Lavender,70,3.7,False,False,Express,PayPal,7,52.14,3649.8
3002,3002,24,26,Summer,L,Charcoal,29,4.7,False,False,Express,Credit Card,90,4.06,117.74
3003,3003,2,18,Fall,M,Maroon,29,3.6,False,False,Next Day Air,Bank Transfer,90,4.06,117.74
3004,3004,9,37,Fall,M,Brown,53,2.8,False,False,Express,Credit Card,90,4.06,215.18
3005,3005,16,3,Winter,M,Lavender,79,3.7,False,False,Store Pickup,Venmo,14,26.07,2059.53
3006,3006,15,2,Spring,XL,Brown,65,3.5,False,False,Express,Venmo,7,52.14,3389.1
3007,3007,10,44,Summer,M,Olive,99,3.7,False,False,Store Pickup,Venmo,14,26.07,2580.93
3008,3008,8,32,Winter,L,Lavender,60,3.0,False,False,Next Day Air,Venmo,7,52.14,3128.4
3009,3009,22,31,Winter,M,Gold,86,4.9,False,False,Free Shipping,PayPal,7,52.14,4484.04
3010,3010,2,18,Winter,M,Silver,73,4.6,False,False,Free Shipping,Venmo,14,26.07,1903.11
3011,3011,2,35,Winter,M,Violet,45,3.3,False,False,Free Shipping,Credit Card,365,1.0,45.0
3012,3012,2,28,Summer,S,Brown,70,3.0,False,False,Next Day Air,Credit Card,90,4.06,284.2
3013,3013,2,12,Fall,M,Teal,65,3.5,False,False,Standard,PayPal,365,1.0,65.0
3014,3014,16,3,Summer,L,Peach,55,4.2,False,False,Store Pickup,Cash,30,12.17,669.35
3015,3015,19,44,Spring,M,Maroon,65,4.5,False,False,Express,PayPal,90,4.06,263.9
3016,3016,7,50,Spring,XL,Lavender,21,2.8,False,False,Express,Bank Transfer,14,26.07,547.47
3017,3017,9,14,Summer,L,Lavender,26,4.9,False,False,Store Pickup,Bank Transfer,90,4.06,105.56
3018,3018,8,49,Summer,S,Purple,71,3.3,False,False,Next Day Air,Cash,14,26.07,1850.97
3019,3019,20,43,Summer,M,Green,41,3.0,False,False,Free Shipping,Debit Card,14,26.07,1068.87
3020,3020,25,44,Winter,M,Yellow,44,3.9,False,False,2-Day Shipping,PayPal,365,1.0,44.0
3021,3021,12,4,Fall,S,Charcoal,81,2.8,False,False,Store Pickup,Venmo,90,4.06,328.86
3022,3022,8,38,Summer,S,Blue,77,4.5,False,False,2-Day Shipping,Cash,90,4.06,312.62
3023,3023,21,10,Fall,M,Lavender,26,4.0,False,False,Free Shipping,PayPal,7,52.14,1355.64
3024,3024,1,14,Summer,M,Brown,31,2.9,False,False,Express,PayPal,90,4.06,125.86
3025,3025,9,12,Spring,S,White,82,4.0,False,False,Free Shipping,Credit Card,90,4.06,332.92
3026,3026,22,26,Summer,XL,Green,60,3.4,False,False,Store Pickup,PayPal,30,12.17,730.2
3027,3027,14,42,Fall,L,Magenta,70,2.5,False,False,Free Shipping,Credit Card,365,1.0,70.0
3028,3028,11,48,Winter,XL,Peach,26,2.8,False,False,2-Day Shipping,Credit Card,90,4.06,105.56
3029,3029,10,5,Summer,L,Charcoal,100,3.0,False,False,Free Shipping,PayPal,90,4.06,406.0
3030,3030,10,10,Summer,M,Gold,82,3.1,False,False,Free Shipping,Debit Card,90,4.06,332.92
3031,3031,23,20,Spring,XL,Purple,24,2.6,False,False,2-Day Shipping,Credit Card,7,52.14,1251.36
3032,3032,9,12,Summer,L,Teal,74,4.9,False,False,2-Day Shipping,Credit Card,30,12.17,900.58
3033,3033,1,5,Summer,XL,Green,58,3.5,False,False,Next Day Air,Credit Card,90,4.06,235.48
3034,3034,18,1,Spring,L,Orange,56,2.6,False,False,Store Pickup,PayPal,7,52.14,2919.84
3035,3035,20,44,Spring,L,Peach,37,3.5,False,False,2-Day Shipping,Credit Card,90,4.06,150.22
3036,3036,4,17,Spring,M,Gold,64,4.5,False,False,Free Shipping,Cash,14,26.07,1668.48
3037,3037,11,45,Spring,S,Violet,58,4.3,False,False,Next Day Air,Venmo,14,26.07,1512.06
3038,3038,2,15,Summer,L,Charcoal,44,4.8,False,False,Next Day Air,Cash,365,1.0,44.0
3039,3039,6,10,Summer,M,Brown,39,4.2,False,False,Free Shipping,Debit Card,365,1.0,39.0
3040,3040,9,1,Spring,L,Blue,48,3.2,False,False,Next Day Air,PayPal,14,26.07,1251.36
3041,3041,4,27,Fall,M,Gold,32,4.1,False,False,Express,Cash,14,26.07,834.24
3042,3042,4,39,Winter,M,Orange,79,4.0,False,False,Express,PayPal,30,12.17,961.43
3043,3043,24,41,Winter,L,Turquoise,27,2.9,False,False,Next Day Air,PayPal,90,4.06,109.62
3044,3044,2,13,Fall,S,Peach,98,2.6,False,False,Store Pickup,Credit Card,30,12.17,1192.66
3045,3045,20,33,Winter,M,Magenta,67,2.7,False,False,Free Shipping,Bank Transfer,90,4.06,272.02
3046,3046,17,9,Winter,L,Black,37,4.6,False,False,2-Day Shipping,PayPal,14,26.07,964.59
3047,3047,22,38,Spring,M,White,49,3.2,False,False,Store Pickup,Cash,90,4.06,198.94
3048,3048,23,45,Fall,M,Violet,74,4.1,False,False,2-Day Shipping,PayPal,14,26.07,1929.18
3049,3049,6,6,Summer,M,Olive,93,3.9,False,False,Standard,Venmo,14,26.07,2424.51
3050,3050,4,44,Summer,L,Red,60,3.0,False,False,Next Day Air,Bank Transfer,14,26.07,1564.2
3051,3051,24,17,Spring,S,Green,76,3.6,False,False,Standard,Venmo,90,4.06,308.56
3052,3052,8,50,Summer,L,Gold,64,4.6,False,False,Express,Debit Card,90,4.06,259.84
3053,3053,22,19,Spring,XL,Olive,38,4.5,False,False,Store Pickup,Bank Transfer,14,26.07,990.66
3054,3054,22,19,Winter,L,Brown,91,3.2,False,False,Next Day Air,Bank Transfer,30,12.17,1107.47
3055,3055,20,29,Summer,S,Magenta,70,4.9,False,False,2-Day Shipping,Venmo,30,12.17,851.9
3056,3056,21,16,Fall,M,Violet,22,5.0,False,False,Standard,Debit Card,14,26.07,573.54
3057,3057,3,30,Spring,M,Beige,59,3.8,False,False,Standard,Cash,14,26.07,1538.13
3058,3058,1,33,Spring,M,Blue,22,3.4,False,False,Next Day Air,Bank Transfer,7,52.14,1147.08
3059,3059,4,48,Winter,S,Orange,74,3.8,False,False,Store Pickup,Bank Transfer,14,26.07,1929.18
3060,3060,18,17,Spring,L,Maroon,71,3.2,False,False,Express,Credit Card,90,4.06,288.26
3061,3061,24,5,Summer,S,Charcoal,80,4.7,False,False,Store Pickup,Venmo,30,12.17,973.6
3062,3062,19,41,Fall,L,Olive,59,4.5,False,False,Express,PayPal,90,4.06,239.54
3063,3063,1,5,Fall,L,Green,96,3.3,False,False,Standard,PayPal,30,12.17,1168.32
3064,3064,8,7,Winter,L,Brown,43,3.9,False,False,Store Pickup,Credit Card,14,26.07,1121.01
3065,3065,2,12,Winter,S,Cyan,76,3.6,False,False,Express,Bank Transfer,90,4.06,308.56
3066,3066,25,34,Fall,M,Beige,59,2.8,False,False,Store Pickup,Venmo,14,26.07,1538.13
3067,3067,16,22,Summer,L,Teal,48,4.3,False,False,Free Shipping,Venmo,90,4.06,194.88
3068,3068,2,25,Spring,S,Gray,22,3.5,False,False,Free Shipping,Cash,7,52.14,1147.08
3069,3069,20,5,Winter,M,Indigo,40,4.2,False,False,Express,Debit Card,7,52.14,2085.6
3070,3070,12,8,Spring,L,Magenta,73,4.6,False,False,Express,Debit Card,90,4.06,296.38
3071,3071,22,1,Fall,XL,Red,26,2.6,False,False,Free Shipping,PayPal,14,26.07,677.82
3072,3072,18,29,Spring,L,Turquoise,41,3.4,False,False,Next Day Air,PayPal,30,12.17,498.97
3073,3073,6,32,Spring,L,Peach,98,3.1,False,False,Standard,PayPal,90,4.06,397.88
3074,3074,14,37,Winter,L,White,63,3.6,False,False,Free Shipping,Debit Card,14,26.07,1642.41
3075,3075,20,21,Winter,L,Maroon,55,4.2,False,False,Next Day Air,Debit Card,14,26.07,1433.85
3076,3076,15,44,Winter,XL,Beige,90,3.6,False,False,Standard,PayPal,90,4.06,365.4
3077,3077,4,29,Summer,M,Blue,46,3.6,False,False,Express,Venmo,14,26.07,1199.22
3078,3078,18,13,Spring,S,Red,88,3.0,False,False,Store Pickup,Debit Card,14,26.07,2294.16
3079,3079,2,2,Spring,M,Blue,95,2.5,False,False,2-Day Shipping,Bank Transfer,14,26.07,2476.65
3080,3080,2,50,Fall,M,Maroon,31,4.0,False,False,Store Pickup,Bank Transfer,365,1.0,31.0
3081,3081,11,6,Spring,L,Yellow,42,4.1,False,False,Next Day Air,Cash,14,26.07,1094.94
3082,3082,23,45,Winter,L,Pink,44,4.9,False,False,Next Day Air,Credit Card,7,52.14,2294.16
3083,3083,19,44,Spring,M,Maroon,99,4.0,False,False,Next Day Air,Bank Transfer,365,1.0,99.0
3084,3084,13,13,Summer,S,Purple,20,3.5,False,False,Store Pickup,PayPal,90,4.06,81.2
3085,3085,7,12,Spring,S,Indigo,37,3.2,False,False,Store Pickup,PayPal,30,12.17,450.29
3086,3086,18,28,Winter,L,Gray,50,2.8,False,False,Store Pickup,Venmo,90,4.06,203.0
3087,3087,4,44,Summer,M,Lavender,73,3.5,False,False,Next Day Air,Venmo,90,4.06,296.38
3088,3088,14,33,Spring,M,Charcoal,84,3.1,False,False,Free Shipping,Bank Transfer,30,12.17,1022.28
3089,3089,10,4,Spring,M,Teal,64,3.3,False,False,Store Pickup,Bank Transfer,90,4.06,259.84
3090,3090,21,33,Fall,L,Blue,21,4.6,False,False,Free Shipping,Cash,14,26.07,547.47
3091,3091,14,43,Summer,M,Peach,36,4.9,False,False,Store Pickup,Bank Transfer,90,4.06,146.16
3092,3092,10,28,Winter,L,Orange,81,3.4,False,False,2-Day Shipping,Credit Card,365,1.0,81.0
3093,3093,8,44,Fall,L,Silver,54,3.5,False,False,Next Day Air,Bank Transfer,14,26.07,1407.78
3094,3094,17,38,Summer,L,Red,63,4.8,False,False,Store Pickup,Cash,90,4.06,255.78
3095,3095,21,10,Summer,M,Gray,59,2.7,False,False,Store Pickup,Cash,7,52.14,3076.26
3096,3096,5,23,Fall,S,Beige,53,3.4,False,False,Standard,Venmo,14,26.07,1381.71
3097,3097,14,16,Winter,L,White,63,3.5,False,False,Next Day Air,Bank Transfer,30,12.17,766.71
3098,3098,22,8,Fall,M,Silver,33,3.7,False,False,Free Shipping,Bank Transfer,90,4.06,133.98
3099,3099,13,31,Summer,L,Cyan,64,3.3,False,False,Next Day Air,Bank Transfer,90,4.06,259.84
3100,3100,14,22,Fall,S,Maroon,98,2.9,False,False,Free Shipping,Bank Transfer,14,26.07,2554.86
3101,3101,5,45,Winter,L,Purple,85,3.9,False,False,Express,Bank Transfer,7,52.14,4431.9
3102,3102,6,12,Summer,S,Brown,82,2.7,False,False,Express,PayPal,14,26.07,2137.74
3103,3103,25,41,Summer,M,Green,85,4.3,False,False,Standard,Cash,14,26.07,2215.95
3104,3104,14,13,Winter,S,Peach,37,3.0,False,False,2-Day Shipping,Bank Transfer,7,52.14,1929.18
3105,3105,13,10,Summer,S,Turquoise,56,5.0,False,False,2-Day Shipping,Debit Card,14,26.07,1459.92
3106,3106,16,37,Fall,M,Olive,33,2.7,False,False,Express,Debit Card,30,12.17,401.61
3107,3107,21,1,Winter,M,Yellow,57,4.7,False,False,Next Day Air,PayPal,365,1.0,57.0
3108,3108,9,11,Winter,L,Gray,31,4.6,False,False,Standard,Credit Card,14,26.07,808.17
3109,3109,17,37,Fall,M,Purple,69,3.2,False,False,2-Day Shipping,PayPal,30,12.17,839.73
3110,3110,25,13,Winter,M,Gray,92,4.3,False,False,Free Shipping,Bank Transfer,14,26.07,2398.44
3111,3111,4,43,Fall,L,Lavender,46,4.6,False,False,Next Day Air,Bank Transfer,14,26.07,1199.22
3112,3112,2,16,Spring,XL,Indigo,81,4.9,False,False,Free Shipping,Debit Card,90,4.06,328.86
3113,3113,9,43,Fall,S,Green,97,3.8,False,False,Express,Venmo,365,1.0,97.0
3114,3114,14,27,Summer,L,Green,93,2.6,False,False,Express,Debit Card,7,52.14,4849.02
3115,3115,4,4,Spring,M,Olive,56,4.7,False,False,Store Pickup,Venmo,14,26.07,1459.92
3116,3116,7,41,Fall,M,Charcoal,53,4.1,False,False,Free Shipping,Bank Transfer,14,26.07,1381.71
3117,3117,24,26,Spring,L,Gray,66,3.7,False,False,Store Pickup,Venmo,7,52.14,3441.24
3118,3118,11,9,Fall,M,Olive,50,3.0,False,False,Free Shipping,PayPal,14,26.07,1303.5
3119,3119,15,46,Summer,L,Blue,97,4.7,False,False,Standard,Debit Card,90,4.06,393.82
3120,3120,21,18,Winter,XL,Silver,79,4.7,False,False,2-Day Shipping,Credit Card,90,4.06,320.74
3121,3121,14,18,Fall,M,Magenta,76,4.0,False,False,Store Pickup,Debit Card,14,26.07,1981.32
3122,3122,11,18,Fall,L,Black,38,2.6,False,False,Standard,Venmo,7,52.14,1981.32
3123,3123,17,10,Fall,M,Pink,45,3.0,False,False,Express,Credit Card,14,26.07,1173.15
3124,3124,4,15,Fall,XL,Red,77,3.3,False,False,Next Day Air,Venmo,14,26.07,2007.39
3125,3125,6,5,Summer,M,Peach,51,3.4,False,False,Standard,Cash,90,4.06,207.06
3126,3126,24,37,Spring,L,Lavender,26,4.0,False,False,Standard,Cash,90,4.06,105.56
3127,3127,8,19,Winter,L,Lavender,76,2.6,False,False,Store Pickup,Bank Transfer,14,26.07,1981.32
3128,3128,3,18,Winter,M,Beige,94,3.4,False,False,Free Shipping,Credit Card,90,4.06,381.64
3129,3129,25,4,Fall,S,Indigo,32,4.4,False,False,Standard,Cash,365,1.0,32.0
3130,3130,21,20,Summer,S,Cyan,20,4.7,False,False,Express,Venmo,90,4.06,81.2
3131,3131,13,45,Summer,M,Yellow,20,4.5,False,False,Store Pickup,Venmo,90,4.06,81.2
3132,3132,25,34,Fall,M,Peach,59,2.9,False,False,Store Pickup,Bank Transfer,90,4.06,239.54
3133,3133,18,22,Summer,M,Yellow,97,4.2,False,False,Express,Cash,90,4.06,393.82
3134,3134,19,4,Spring,M,Orange,68,4.1,False,False,Next Day Air,Cash,14,26.07,1772.76
3135,3135,20,17,Spring,L,Gray,66,4.4,False,False,Store Pickup,Bank Transfer,7,52.14,3441.24
3136,3136,22,14,Spring,L,Yellow,85,4.7,False,False,Free Shipping,Venmo,14,26.07,2215.95
3137,3137,16,23,Fall,M,Gray,32,3.1,False,False,Next Day Air,Cash,14,26.07,834.24
3138,3138,24,18,Spring,M,Turquoise,44,2.7,False,False,2-Day Shipping,Bank Transfer,30,12.17,535.48
3139,3139,9,17,Fall,L,Gray,95,4.6,False,False,Next Day Air,Cash,90,4.06,385.7
3140,3140,8,10,Winter,M,Olive,85,4.4,False,False,Next Day Air,Venmo,7,52.14,4431.9
3141,3141,3,2,Summer,XL,Peach,44,4.6,False,False,Free Shipping,Bank Transfer,7,52.14,2294.16
3142,3142,8,24,Winter,S,Peach,30,4.9,False,False,Express,Credit Card,14,26.07,782.1
3143,3143,23,16,Winter,L,Magenta,21,4.0,False,False,2-Day Shipping,Venmo,90,4.06,85.26
3144,3144,11,3,Summer,M,Purple,22,2.9,False,False,Store Pickup,Cash,90,4.06,89.32
3145,3145,20,19,Spring,L,Beige,70,2.6,False,False,Free Shipping,Debit Card,90,4.06,284.2
3146,3146,4,43,Spring,XL,Purple,29,4.6,False,False,Standard,PayPal,14,26.07,756.03
3147,3147,14,46,Winter,S,Yellow,83,4.9,False,False,Free Shipping,PayPal,365,1.0,83.0
3148,3148,18,34,Winter,M,Pink,99,4.3,False,False,Express,Credit Card,7,52.14,5161.86
3149,3149,15,48,Fall,L,Purple,35,4.3,False,False,Free Shipping,Venmo,7,52.14,1824.9
3150,3150,2,33,Winter,M,Lavender,40,4.6,False,False,Free Shipping,Venmo,365,1.0,40.0
3151,3151,9,10,Spring,M,Peach,25,2.6,False,False,Express,Bank Transfer,14,26.07,651.75
3152,3152,19,31,Fall,L,Orange,64,3.1,False,False,2-Day Shipping,Bank Transfer,90,4.06,259.84
3153,3153,2,33,Fall,M,Red,90,3.1,False,False,Store Pickup,PayPal,30,12.17,1095.3
3154,3154,17,1,Fall,L,Red,88,3.1,False,False,Next Day Air,Venmo,14,26.07,2294.16
3155,3155,2,7,Winter,M,Gold,55,4.4,False,False,Standard,Cash,90,4.06,223.3
3156,3156,4,26,Fall,M,Brown,90,4.3,False,False,Free Shipping,Cash,365,1.0,90.0
3157,3157,14,26,Winter,M,Black,50,3.1,False,False,2-Day Shipping,Cash,30,12.17,608.5
3158,3158,2,19,Fall,L,Red,34,3.1,False,False,Store Pickup,Debit Card,14,26.07,886.38
3159,3159,6,24,Winter,M,Gray,77,4.9,False,False,2-Day Shipping,Credit Card,30,12.17,937.09
3160,3160,5,18,Winter,L,Pink,89,2.9,False,False,Store Pickup,Bank Transfer,90,4.06,361.34
3161,3161,1,27,Fall,XL,Turquoise,87,3.8,False,False,Next Day Air,Cash,14,26.07,2268.09
3162,3162,10,21,Winter,S,Charcoal,77,4.2,False,False,2-Day Shipping,Cash,30,12.17,937.09
3163,3163,22,49,Winter,L,Blue,85,3.9,False,False,Standard,Bank Transfer,90,4.06,345.1
3164,3164,13,27,Summer,XL,Turquoise,66,2.8,False,False,Express,Cash,30,12.17,803.22
3165,3165,10,3,Winter,L,Silver,32,2.6,False,False,Standard,Credit Card,365,1.0,32.0
3166,3166,25,11,Spring,M,Lavender,92,3.0,False,False,Store Pickup,Bank Transfer,90,4.06,373.52
3167,3167,14,10,Winter,M,Gold,80,2.7,False,False,Next Day Air,Bank Transfer,14,26.07,2085.6
3168,3168,10,37,Fall,M,Blue,78,2.8,False,False,2-Day Shipping,Cash,14,26.07,2033.46
3169,3169,12,26,Spring,M,Orange,24,2.9,False,False,2-Day Shipping,PayPal,14,26.07,625.68
3170,3170,19,10,Fall,M,White,59,3.8,False,False,Free Shipping,Venmo,7,52.14,3076.26
3171,3171,8,39,Spring,XL,Charcoal,41,4.4,False,False,Express,Credit Card,14,26.07,1068.87
3172,3172,6,42,Spring,M,Maroon,26,3.1,False,False,Express,Bank Transfer,14,26.07,677.82
3173,3173,17,25,Fall,M,Olive,52,3.7,False,False,Standard,Debit Card,14,26.07,1355.64
3174,3174,16,47,Summer,L,Teal,46,4.9,False,False,Next Day Air,PayPal,14,26.07,1199.22
3175,3175,13,36,Winter,L,Orange,52,3.8,False,False,Store Pickup,PayPal,30,12.17,632.84
3176,3176,17,7,Fall,M,Maroon,42,3.4,False,False,Store Pickup,Debit Card,90,4.06,170.52
3177,3177,21,4,Spring,XL,Turquoise,37,4.6,False,False,2-Day Shipping,Credit Card,30,12.17,450.29
3178,3178,2,25,Fall,L,Beige,52,3.2,False,False,Standard,Credit Card,30,12.17,632.84
3179,3179,21,47,Spring,L,Beige,34,2.7,False,False,Free Shipping,Credit Card,365,1.0,34.0
3180,3180,15,12,Spring,M,Olive,88,4.3,False,False,Free Shipping,Debit Card,14,26.07,2294.16
3181,3181,4,26,Fall,L,Turquoise,88,3.8,False,False,Standard,PayPal,7,52.14,4588.32
3182,3182,25,26,Summer,M,Charcoal,51,4.4,False,False,Free Shipping,PayPal,90,4.06,207.06
3183,3183,8,10,Fall,L,Green,97,3.6,False,False,Free Shipping,Credit Card,365,1.0,97.0
3184,3184,23,24,Winter,M,Green,56,3.5,False,False,Standard,Cash,90,4.06,227.36
3185,3185,18,11,Spring,L,Green,53,4.2,False,False,2-Day Shipping,Venmo,90,4.06,215.18
3186,3186,16,35,Fall,L,Gold,71,4.7,False,False,Express,PayPal,365,1.0,71.0
3187,3187,6,46,Winter,S,Cyan,93,4.8,False,False,Store Pickup,Venmo,365,1.0,93.0
3188,3188,9,43,Winter,L,Indigo,72,3.2,False,False,Free Shipping,Debit Card,7,52.14,3754.08
3189,3189,9,45,Winter,M,Lavender,59,3.5,False,False,Standard,Bank Transfer,30,12.17,718.03
3190,3190,20,16,Summer,M,Beige,87,4.2,False,False,Store Pickup,PayPal,14,26.07,2268.09
3191,3191,12,5,Fall,S,Purple,78,3.4,False,False,Free Shipping,Credit Card,14,26.07,2033.46
3192,3192,11,24,Winter,XL,Maroon,68,4.7,False,False,Store Pickup,Credit Card,90,4.06,276.08
3193,3193,18,15,Fall,S,Maroon,76,3.0,False,False,Free Shipping,Cash,14,26.07,1981.32
3194,3194,3,46,Winter,L,Teal,99,4.0,False,False,Express,Credit Card,14,26.07,2580.93
3195,3195,23,20,Summer,L,Gold,52,4.6,False,False,Standard,Credit Card,14,26.07,1355.64
3196,3196,8,25,Spring,S,Red,58,4.9,False,False,Next Day Air,Credit Card,90,4.06,235.48
3197,3197,2,49,Winter,L,Maroon,59,2.8,False,False,Express,Debit Card,14,26.07,1538.13
3198,3198,18,19,Spring,M,Teal,71,3.2,False,False,Free Shipping,Credit Card,90,4.06,288.26
3199,3199,3,38,Winter,L,Peach,94,2.8,False,False,Free Shipping,Debit Card,7,52.14,4901.16
3200,3200,4,19,Winter,XL,Pink,40,4.2,False,False,Express,PayPal,30,12.17,486.8
3201,3201,17,25,Spring,L,Black,24,4.8,False,False,Free Shipping,Credit Card,30,12.17,292.08
3202,3202,13,45,Fall,S,Indigo,38,2.8,False,False,2-Day Shipping,Cash,30,12.17,462.46
3203,3203,7,49,Fall,L,Green,37,4.5,False,False,Standard,Venmo,365,1.0,37.0
3204,3204,24,30,Spring,L,Teal,29,4.1,False,False,Express,Venmo,365,1.0,29.0
3205,3205,25,31,Fall,XL,Lavender,92,4.3,False,False,Free Shipping,Debit Card,14,26.07,2398.44
3206,3206,11,6,Fall,XL,Magenta,24,4.4,False,False,2-Day Shipping,Bank Transfer,90,4.06,97.44
3207,3207,20,5,Winter,M,Brown,52,3.0,False,False,Free Shipping,PayPal,30,12.17,632.84
3208,3208,17,3,Summer,XL,Beige,29,2.7,False,False,Next Day Air,PayPal,365,1.0,29.0
3209,3209,6,14,Winter,L,Indigo,30,3.3,False,False,2-Day Shipping,PayPal,7,52.14,1564.2
3210,3210,22,4,Fall,L,Peach,31,4.3,False,False,Standard,Debit Card,365,1.0,31.0
3211,3211,17,28,Summer,M,Magenta,67,2.9,False,False,Express,Venmo,14,26.07,1746.69
3212,3212,13,39,Winter,L,Turquoise,65,4.9,False,False,Standard,Cash,30,12.17,791.05
3213,3213,23,50,Winter,M,Indigo,22,3.6,False,False,2-Day Shipping,Debit Card,7,52.14,1147.08
